post_id,post_title,post_date,post_excerpt,lat_lng,location_id,location_name,location_notes,street_address,city,state,zip,county,total_cost,start_year,completion_year,new_deal_agencies,new_deal_categories,artists,contractors,designers,status,menu_order,image
6361,Perkins Overpass &#8211; Baton Rouge LA,2012,"This 1937 bridge is almost certainly a New Deal structure given the date, style and location.","30.427037, -91.159903",,,,Perkins Road,Baton Rouge,LA,70808,,,,,,"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/06/231-Perkins-Rd-Copy-300x225.jpg
6366,"Louisiana State Museum Cabildo, Improvements &#8211; New Orleans LA",2012,This late 18th century building was improved by the WPA in 1935-1936. The museum has a long and varied history:  &quot;The site of the Louisiana Purchase Transfer and the flagship building of the...,"29.9574169, -90.0638462",,,,701 Chartres St.,New Orleans,LA,70116,,,,,Works Progress Administration (WPA),"Educational, Museums",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/06/095-Copy-300x225.jpg
6380,University Lake &#8211; Baton Rouge LA,2012,"&quot;In the early 1930s, the federal Works Progress Administration converted a thick cypress-tupelo swamp into an urban lake in Baton Rouge&#039;s growing southeast environs. A lake was infinitely...","30.415001, -91.165802",,,,University Lake,Baton Rouge,LA,70808,,,,,Works Progress Administration (WPA),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/06/260-LSU-lake-Copy-300x225.jpg
6386,Louisiana State University &#8211; Baton Rouge LA,2012,"The WPA, the PWA and the CWA were all involved in working on the LSU campus from 1934 through the late 1930s. As Professor Robert Leighninger Jr. explains in &lt;em&gt;Building Louisiana&lt;/em&gt;: ...","30.4150707, -91.17917690000002",,,,Louisiana State University,Baton Rouge,LA,70802,,,,,,"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/06/275-Atkinson-Hall-Copy-300x225.jpg
6407,Huey P. Long Bridge &#8211; New Orleans LA,2012,"This bridge across the Mississippi River was started under President Hoover&#039;s Reconstruction Finance Corporation in 1931, and completed in 1935 with PWA funds.  &quot;Opened in December 1935 to...","29.944337, -90.169222",,,,Huey P. Long Bridge,Bridge City,LA,70094,,,,,,"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/06/Hueylongbridge-300x181.jpg
7169,Audubon Zoo &#8211; New Orleans LA,2012,"&quot;The Audubon Zoo is a zoo located in New Orleans, Louisiana. It is part of the Audubon Nature Institute which also manages the Aquarium of the Americas. The zoo covers 58 acres (23ï¿_ï¿_ha) and is...","29.9237148, -90.1306343",9752,Audubon Zoo - New Orleans LA,,6500 Magazine St.,New Orleans,LA,70118,,,,,"Civil Works Administration (CWA), Works Progress Administration (WPA)","Parks and recreation, Zoos",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/Audubon_Zoo_Monkey_Island_WPA_1936-292x225.jpg
7171,Bayou St. John Improvements &#8211; New Orleans LA,2012,"&quot;In the early 20th century, commercial use of the Bayou declined, and the Carondelet Canal was filled in. A number of New Orleanians started living in houseboats on the Bayou. Complaints from...","29.976958287313803, -90.08999631855465",,,,Bayou St. John,New Orleans,LA,70119,,,,,Works Progress Administration (WPA),Parks and recreation,,,,,,
7173,City Park &#8211; New Orleans LA,2012,"&lt;strong&gt;&quot;&lt;/strong&gt;City Park, a 1,300 acre (5.3ï¿_ï¿_kmï¿__) public park in New Orleans, Louisiana, is the 6th-largest and 7th-most-visited urban public park in the United States. City Park...","30.0000324, -90.0957057",5065,City Park - New Orleans LA,,City Park,New Orleans,LA,,,,,,Works Progress Administration (WPA),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/07/City_Park_Bayou_Bridge-300x225.jpg
7656,Post Office &#8211; Arcadia LA,2012,Constructed in 1937.,"32.54908548958327, -92.92259536759798",,,,1979 N. Railroad Ave.,Arcadia,LA,71001,,,,,,"Post Offices, Public buildings",,,,,,
7657,Post Office Mural &#8211; Arcadia LA,2012,Mural entitled &quot;Rural Landscape&quot; painted by Allison B. Curry in...,"32.5490945332495, -92.92255781667177",,,,1979 N. Railroad Ave.,Arcadia,LA,71001,,,,,Treasury Section of Fine Arts,"Art, Mural",Allison B. Curry,,,,,
7660,Post Office &#8211; Bunkie LA,2012,Constructed in 1937.,"30.9540518, -92.18390339999996",3763,Post Office - Bunkie LA,,116 W. Magnolia St.,Bunkie,LA,71322,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Bunkie-Louisiana-Post-Office-300x225.jpg
7664,Old Post Office Mural &#8211; Covington LA,2012,&quot;Mural entitled &quot;Tung Oil Industry&quot; painted in 1939 by Xavier Gonzales. It hangs in the original PO building which is now used as the St Tammany Parish School District Building. Thanks...,"30.47548299999999, -90.09671800000001",,,,406 E. Boston St.,Covington,LA,70433,,,,,Treasury Section of Fine Arts,"Art, Mural",Xavier Gonzales,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Tung-Oil-Industry-300x119.jpg
7667,Old Post Office &#8211; DeRidder LA,2012,Built in 1935. This old post office is now used by Beareguard Community Action Association.,"30.8466894, -93.28730350000001",3769,Old Post Office - DeRidder LA,,204 W. 1st St.,DeRidder,LA,70634,,,,,,"Police stations, Post Offices, Public buildings",,,,,,
7672,Delta Music Museum Mural &#8211; Ferriday LA,2012,"New Deal mural entitled &quot;Southern Pattern&quot; painted by Stuart Purser in 1941. It is located in the old post office, now housing the Delta Music...","31.6298398, -91.55309269999998",,,,218 Louisiana Ave.,Ferriday,LA,71334,,,,,Treasury Section of Fine Arts,"Art, Mural",Stuart R. Purser,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Southern-Pattern-300x225.jpg
7674,Post Office Mural &#8211; Gretna LA,2012,&quot;New Deal mural entitled &quot;Steamboats on the Mississippi&quot; painted by Stuart R Purser in 1939. It has been moved to the &quot;new&quot; Finance Station Post Office which is in the old...,"29.9164365, -90.06532879999997",,,,739 3rd St,Gretna,LA,70053,,,,,Treasury Section of Fine Arts,"Art, Mural",Stuart R. Purser,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Steamboats-on-the-Mississippi-300x225.jpg
7677,Post Office &#8211; Haynesville LA,2012,Built in 1936.,"32.960507, -93.138697",3774,Post Office - Haynesville LA,,Hwy 79,Haynesville,LA,71038,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Haynesville-Louisiana-Post-Office-300x225.jpg
7680,Post Office Mural &#8211; Haynesville LA,2012,"1939 New Deal mural &quot;Agriculture and Industry in Claiborne Parish&quot; by Joseph Pistey,...","32.960507, -93.138697",3774,Post Office - Haynesville LA,,Hwy 79,Haynesville,LA,71038,,,,,,,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Agriculture-and-Industry-of-Claiborne-County-Parish-300x225.jpg
7684,Post Office &#8211; Jeanerette LA,2012,Built in 1939.,"29.9185095, -91.66994030000001",3776,Post Office - Jeanerette LA,,1614 Main St.,Jeanerette,LA,70544,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Jeanerette-Louisiana-Post-Office-300x225.jpg
7688,Post Office Mural &#8211; Jeanerette LA,2012,The post office contains a Section of Fine Arts fresco entitled &quot;Sugar Cane Mill&quot; painted in 1941 by Hollis...,"29.9185095, -91.66994030000001",3776,Post Office - Jeanerette LA,,1614 Main St.,Jeanerette,LA,70544,,,,,Treasury Section of Fine Arts,"Art, Mural",Hollis Holbrooks,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Sugar-Cane-Mill-300x225.jpg
7692,Post Office Mural &#8211; Lake Providence LA,2012,New Deal mural entitled &quot;Life on the Lake&quot; painted by Ethel Edwards in 1942. Image used with permission of the...,"32.8031566, -91.17039599999998",3779,Post Office - Lake Providence LA,,202 Sparrow St.,Lake Providence,LA,71254,,,,,Treasury Section of Fine Arts,"Art, Mural",Ethel Edwards,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Life-on-the-Lake-300x225.jpg
7694,Post Office &#8211; Leesville LA,2012,Built in 1936.,"31.1419771, -93.26112269999999",3781,Post Office - Leesville LA,,303 South 3rd St.,Leesville,LA,71446,,,,,,"Post Offices, Public buildings",,,,,,
7697,Post Office &#8211; Oakdale LA,2012,Built in 1936.,"30.815932, -92.661133",3784,Post Office - Oakdale LA,,240 E 6th Ave.,Oakdale,LA,71463,,,,,,"Post Offices, Public buildings",,,,,,
7698,Post Office Relief &#8211; Leesville LA,2012,Terra-cotta relief entitled &quot;The Letter&quot; created by Duncan Ferguson in...,"31.1419771, -93.26112269999999",3781,Post Office - Leesville LA,,303 South 3rd St.,Leesville,LA,71446,,,,,Treasury Section of Fine Arts,"Art, Sculptures and Reliefs",Duncan Ferguson,,,,,
7700,Post Office Mural &#8211; Oakdale LA,2012,New Deal mural entitled &quot;Air Express&quot; painted by Harry Lane in...,"30.815932, -92.661133",3784,Post Office - Oakdale LA,,240 E 6th Ave.,Oakdale,LA,71463,,,,,Treasury Section of Fine Arts,"Art, Mural",Harry Lane,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Air-Express-300x225.jpg
7718,Post Office &#8211; Rayville LA,2012,Built in 1937.,"32.4770573, -91.74963989999998",3787,Post Office - Rayville LA,,103 Benedette St.,Rayville,LA,71269,,,,,,"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Rayville-Louisiana-Post-Office-300x225.jpg
7726,Post Office Mural &#8211; Ville Platte LA,2012,&lt;div id=&quot;description_div&quot;&gt; &lt;p id=&quot;yui_3_5_1_3_1345327933541_1139&quot;&gt;New Deal mural entitled &quot;Louisiana Bayou&quot; painted in 1939 by Paul Rohland. It was removed...,"30.68725569999999, -92.27493049999998",,,,100 West Magnolia St.,Ville Platte,LA,70586,,,,,Treasury Section of Fine Arts,"Art, Mural",Paul Rohland,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Louisiana-Bayou-300x225.jpg
7728,Evangeline Parish Library &#8211; Ville Platte LA,2012,Built in 1937 under the New Deal as the Ville Platte post office. It is now the Evangleine Parish Library.,"30.6892055, -92.27615479999997",,,,242 W. Main St.,Ville Platte,LA,70586,,,,,,"Libraries, Post Offices, Public buildings",,,,,,
7731,Post Office Reliefs &#8211; Vivian LA,2012,"These three walnut reliefs &quot;Trade and Learning,&quot; &quot;Rural Mail,&quot; and &quot;Harvest&quot; were created by John Tatschl in...","32.8729382, -93.98770990000003",,,,203 W. Louisiana Ave.,Vivian,LA,71082,,,,,Treasury Section of Fine Arts,"Art, Sculptures and Reliefs",,,,,,
7733,Old Post Office Museum &#8211; Winnsboro LA,2012,This post was built under the New Deal in 1937 and now houses the &quot;Old Post Office Museum.&quot; An original New Deal mural still hangs in the...,"32.1643998, -91.71676680000002",3798,Old Post Office - Winnsboro LA,,513 Prairie St.,Winnsboro,LA,71295,,,,,,,,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Old-Winnsboro-Post-Office-300x202.jpg
7735,Old Post Office Mural &#8211; Winnsboro LA,2012,Mural entitled &quot;Logging in the Louisiana Swamps&quot; painted in 1939 by Datus Ensign Myers. The mural is still in the original PO building which is being converted into a local history...,"32.1643998, -91.71676680000002",3798,Old Post Office - Winnsboro LA,,513 Prairie St.,Winnsboro,LA,71295,,,,,Treasury Section of Fine Arts,"Art, Mural",Datus Ensign Myers,,,,,http://livingnewdeal.org/wp-content/uploads/2012/08/Logging-in-the-Louisiana-Swamps-300x140.jpg
13525,Alvar Street Library &#8211; New Orleans LA,2013,"Built by the WPA in 1940. The library flooded during Katrina, but has since reopened.","29.9639979, -90.03684350000003",,,,913 Alvar Street,New Orleans,LA,70117,,,,,Works Progress Administration (WPA),"Educational, Libraries",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/05/alvarout.jpg
32051,Federal Courthouse &#8211; Baton Rouge LA,2013,Constructed by the Treasury Department as a U.S. Post Office and Court House in 1933 under architect Moise Goldstein. Still in use by the U.S. Bankruptcy Court for the Middle District of Louisiana;...,"30.4496149, -91.1830923",,,,707 Florida Street,Baton Rouge,LA,70806,,,,1933,Treasury Department (TD),"Courthouses, Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/09/9684950482_3003c242e2_b-300x199.jpg
32054,Post Office and Courthouse &#8211; Monroe LA,2013,Constructed by the Treasury Department in 1934 under supervising architect James A. Wetmore. It is still in use by the U.S. District Court for the Western District of Louisiana and as a post office.,"32.50086996555703, -92.11525983432387",,,,201 Jackson St.,Monroe,LA,71201,,,,1934,Treasury Department (TD),"Courthouses, Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/09/9681709361_992660de15_b-300x199.jpg
32057,Courthouse Extension (Former) &#8211; Opelousas LA,2013,This US post office and courthouse was originally constructed in 1891. An extension was completed in 1933 under supervising architect James A. Wetmore. The U.S. District Court for the Western...,"30.53337445059238, -92.08275567235262",,,,S. Court St. and E. Landry St.,Opelousas,LA,70570,,,,1933,Treasury Department (TD),"Courthouses, Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/09/9681709641_2b61d706e0_b-300x199.jpg
32411,Louisiana State Exhibit Museum &#8211; Shreveport LA,2013,"This impressive art deco museum was built by the PWA:  &quot;Completed in 1939 as one of the New Dealï¿_Ûªs Public Works projects, the Louisiana State Exhibit Museum is an architectural jewel, in the...","32.480046, -93.785145",8230,Louisiana State Exhibit Museum - Shreveport LA,,3015 Greenwood Rd,Shreveport,LA,71109,,,,1939,Public Works Administration (PWA),"Educational, Museums",,,,,,http://livingnewdeal.org/wp-content/uploads/2013/10/800px-Louisiana_State_Exhibit_Museum_in_Shreveport_IMG_3348-300x225.jpg
32640,Louisiana State Exhibit Museum Albrizio Fresco &#8211; Shreveport LA,2013,"As part of the original federal project funding the building of the museum, Conrad Albrizio was hired to paint this massive, recently restored fresco for the museum&#039;s entrance:  &quot;Conrad...","32.480046, -93.785145",8230,Louisiana State Exhibit Museum - Shreveport LA,,3015 Greenwood Rd,Shreveport,LA,71109,,,,1938,,"Art, Mural",Conrad Albrizio,,,,,http://livingnewdeal.org/wp-content/uploads/2013/10/fresco-Ag-figure-138x225.jpg
38772,Braithwaite Park &#8211; Braithwaite LA,2014,"Braithwaite Park is &quot;a 32-acre WPA-built recreation area containing picnic grounds, a bathing beach, tennis courts, a baseball diamond, and a dance pavilion.&quot;  The park, with different...","29.859383, -89.914376",,,,Louisiana 39,Braithwaite,LA,70040,Plaquemines,,,1936,Works Progress Administration (WPA),"Parks and recreation, Picnic and Other Facilities, Stadiums, Tennis Courts",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/03/Braithwaite-LA-Park-300x225.jpg
39100,Pierre Part Elementary School &#8211; Pierre Part LA,2014,The Pierre Part Elementary School was constructed using PWA funds. Two relief sculptures flank what was once the front entrance to the school.,"29.960538, -91.212485",,,,3323 Louisiana 70,Pierre Part,LA,70339,Assumption,,,,Public Works Administration (PWA),"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/04/Pierre-Part-LA-Elem-School-300x185.jpg
39119,Saint Bernard Parish Courthouse &#8211; Chalmette LA,2014,"&quot;The St. Bernard Courthouse in Chalmette was built with funds from the Public Works Administration (PWA) project. The building was designed by the architectural firm of Weiss, Dreyfous, and...","29.940565, -89.973786",,,,1101 W St. Bernard Hwy.,Chalmette,LA,70043,Saint Bernard,,,1939,Public Works Administration (PWA),"Courthouses, Public buildings",,,Dreyfous Weiss and Seiferth,,,http://livingnewdeal.org/wp-content/uploads/2014/04/Saint-Bernard-Parish-LA-CH1-300x225.jpg
40247,City Hall (former) &#8211; Lafayette LA,2014,This stunning art deco building replaced and modernized an older city hall building. It was constructed by the PWA in 1939. The building is now the Centre International de Lafayette.,"30.221847, -92.01855",,,,735 Jefferson St.,Lafayette,LA,70501,Contra Costa,,,1939,Public Works Administration (PWA),"City Halls, Public buildings",,,"Favrot and Reed, Frederick J Nehrbass",,,http://livingnewdeal.org/wp-content/uploads/2014/05/photo-2-300x225.jpg
40257,Post Office &#8211; Eunice LA,2014,This post office was constructed by the Treasury in 1938.,"30.495094, -92.417098",,,,Ronald Reagan Hwy,Eunice,LA,,,,,1938,Treasury Department (TD),"Post Offices, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/05/DSCN0029-300x225.jpg
43183,"Audubon Zoo, Monkey Hill &#8211; New Orleans LA",2014,&quot;Perhaps the highest return on investment ever earned on a few thousand federal dollars came in the form of a pile of dirt in a rather forlorn park at the depth of the Depression. The agency...,"29.9237148, -90.1306343",9752,Audubon Zoo - New Orleans LA,,6500 Magazine St.,New Orleans,LA,70118,,,,1935,Civil Works Administration (CWA),"Parks and recreation, Zoos",,,,,,
43277,Farm-to-Market Road &#8211; Covington LA,2014,"&quot;Construction of a three-mile long farm-to-market road in St. Tammany parish was completed this week by the Works Progress Administration.  Sponsored by the St. Tammany Parish Police Jury,...","30.4754702, -90.10091080000001",,,Marker is for Covington LA. Exact coordinates of road unknown.,,Covington,LA,,St. Tammany,,,1937,Works Progress Administration (WPA),"Roads, highways and bridges, Utilities and Infrastructure",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/louisdl.louislibraries.org_-225x225.jpg
43964,City Hall &#8211; Gueydan LA,2014,Gueydan&#039;s city hall was constructed by the WPA in...,"30.025620, -92.507385",,,,600 Main St.,Gueydan,LA,70542,Vermilion Parish,,,1936,Works Progress Administration (WPA),"City Halls, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/Landmark-Gueydan-City-Hall-300x225.jpg
43979,Old State Capitol Building Renovations &#8211; Baton Rouge LA,2014,This castle-like building was constructed in the mid-nineteenth century and renovated with WPA help in 1938.,"30.4465955, -91.18903339999997",,,,100 North Blvd,Baton Rouge,LA,70801,East Baton Rouge Parish,,,1938,Works Progress Administration (WPA),"Offices and administrative, Public buildings",,,,,,
21101,Many Post Office &#8220;Cotton Pickers&#8221; Wood carving &#8211; Many LA,2013,This carving was completed with New Deal funds in 1941. It is temporarily in storage and not accessible.,"31.566577, -93.479064",6168,Many Post Office - Many LA,In storage,490 Church Street,Many,LA,71449,,,,,Treasury Section of Fine Arts,"Art, Wood carving",Julius Struppek,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2602-CottonPickers.0_display-225x225.jpg
21292,F. Edward Hebert Federal Building &#8220;Flood Control&#8221; Sculpture &#8211; New Orleans LA,2014,This limestone sculpture at the F. Edward Herbert Federal Building was produced with Treasury Section of Fine Arts funds.,"29.957389, -90.06566",6315,F. Edward Hebert Federal Building - New Orleans LA,Exterior of building,600 S. Maestri Place,New Orleans,LA,70130,,,,,Treasury Section of Fine Arts,"Art, Sculpture",Karl Lang,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3100-FloodControl.0_display-225x225.jpg
21293,F. Edward Hebert Federal Building &#8220;Harvesting Sugar Cane&#8221; Sculpture &#8211; New Orleans LA,2014,This limestone sculpture by Armin Scheler was crafted with the help of Treasury Section of Fine Arts funds.,"29.957389, -90.06566",6315,F. Edward Hebert Federal Building - New Orleans LA,Exterior of building,600 S. Maestri Place,New Orleans,LA,70130,,,,,Treasury Section of Fine Arts,"Art, Sculpture",Armin A. Scheler,,,,1,http://livingnewdeal.org/wp-content/uploads/2014/01/NOLA-FEHFB-HSC-Name-300x225.jpg
21294,F. Edward Hebert Federal Building &#8220;American Eagle&#8221; Sculpture &#8211; New Orleans LA,2014,This marble eagle statue -- one of four at the F. Edward Herbert Federal Building -- was produced with Treasury Section of Fine Arts funds.,"29.957389, -90.06566",6315,F. Edward Hebert Federal Building - New Orleans LA,Exterior of Building,600 S. Maestri Place,New Orleans,LA,70130,,,,,Treasury Section of Fine Arts,"Art, Sculpture",Gifford Proctor,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3100-AmericanEagle.0_display-225x225.jpg
22125,Delta Music Museum &#8220;Southern Pattern&#8221; Mural &#8211; Ferriday LA,2013,This mural was completed with the help of New Deal funds in 1941.,"31.629928, -91.557294",6841,Delta Music Museum - Ferriday LA,Lobby,218 Louisiana Avenue,Ferriday,LA,71334,,,,,Treasury Section of Fine Arts,"Art, Mural",Stuart R. Purser,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/4339-SouthernPattern.2_display-225x225.jpg
11061,Post Office Mural &#8211; Rayville LA,2013,&quot;LaSalle&#039;s Quest for the Mississippi&quot; was painted in 1939 by Elsie Driggs and &quot;...depicts the story of LaSalle&#039;s travels just before he discovered the mouth of the...,"32.4771155, -91.75030199999998",3787,Post Office - Rayville LA,,103 Benedette Street,Rayville,Louisiana,71269,Richland,,,,Treasury Section of Fine Arts,"Art, Mural",Elsie Driggs,,,Unmarked,,http://livingnewdeal.org/wp-content/uploads/2013/02/post-office-mural-300x115.jpg
11712,Madison Parish Courthouse &#8211; Tallulah LA,2013,Madison Parish Courthouse was completed in 1939 in the Colonial Revival style by the PWA and is listed on the National Register of Historic Places.,"32.4076205, -91.18715739999999",,,,100 North Cedar Street,Tallulah,Louisiana,,Madison,,,,Public Works Administration (PWA),"Courthouses, Public buildings",,M. T. Reed,Architect D. Curtis Smith,,,http://livingnewdeal.org/wp-content/uploads/2013/03/Madison-Parish-Courthouse-300x127.jpg
12792,"McFadden Cottage Improvements, City Park &#8211; New Orleans LA",2013,The McFadden Cabin was built by a City Park benefactor in the 1920&#039;s as a recreational facility for New Orleans Girl Scouts (They still use it today). The WPA made improvements as part of its...,"29.98778, -90.094023",5065,City Park - New Orleans LA,,Golf Drive,New Orleans,Louisiana,,Orleans,,,,Works Progress Administration (WPA),"Parks and recreation, Shelters",,,,Marked,,http://livingnewdeal.org/wp-content/uploads/2013/04/009-300x225.jpg
45775,Chemin-a-Haut State Park &#8211; Bastrop LA,2014,&quot;Chemin-A-Haut State Park is situated on a high bluff overlooking Bayou Bartholomew and is a natural paradise for lovers of unspoiled beauty. This 503-acre site takes its name from the French...,"32.9089025, -91.84921129999998",,,,14656 State Park Road,Bastrop,Louisiana,71220,Morehouse,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Chemin-A-Haut_State_Park-300x137.jpg
45777,Chicot State Park &#8211; Ville Platte LA,2014,"&quot;The park covers over 6,400 acres of rolling hills and water in South Central Louisiana. The cool, clear waters of Lake Chicot have yielded record freshwater catches of largemouth bass, crappie,...","30.7888045, -92.2829011",,,,3469 Chicot Park Road,Ville Platte,Louisiana,70586,Evangeline,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Lake_chicot_Louisiana-300x222.jpg
45778,Fontainebleau State Park &#8211; Mandeville LA,2014,"The crumbling brick ruins of a sugar mill built in 1829 by Bernard de Marigny de Mandeville, founder of the nearby town of Mandeville, suggest an interesting history for this site, and indeed there...","30.373604, -90.07671399999998",,,,67825 Hwy 190,Mandeville,Louisiana,70448,Saint Tammany,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Fontainebleu_State_Park-300x202.jpg
45779,Longfellow-Evangeline State Historic Site &#8211; Saint Martinville LA,2014,"Longfellow-Evangeline State Historic Site explores the cultural interplay among the diverse peoples along the famed Bayou Teche. Acadians and Creoles, Indians and Africans, Frenchmen and Spaniards,...","30.1246124, -91.82890850000001",,,,120 North Main Street,Saint Martinville,Louisiana,70582,Saint Martin,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/09/Longfellow-Evangeline_State_Historic_Site-1-300x199.jpg
39866,Ship Disposal &#8211; Boston MA,2014,&quot;One of the largest artificial reef areas in the United States if not the world lies in an area east of Boston Massachusetts referred to as the lightship dumping grounds. During the Great...,"42.364893, -70.912801",,,,,Boston,MA,,Suffolk,,1930,1942,Works Progress Administration (WPA),New Deal Work Site,,,,,,
34011,Post Office &#8211; Norwood MA,2013,"The post office in Norwood, MA was constructed during the opening months of the New Deal in 1933.","42.190101, -71.2011799",,,,1 Central St.,Norwood,MA,2062,Norfolk,,1933,,Treasury Department (TD),"Post Offices, Public buildings",,,,Marked,,http://livingnewdeal.org/wp-content/uploads/2013/11/Norwood-MA-PO-300x199.jpg
41745,School Improvements &#8211; Mansfield MA,2014,"The schools of Mansfield, Massachusetts received assistance throughout the New Deal. Early New Deal-sponsored improvements came from the Civil Works Administration and the Federal Emergency Relief...","42.03345650000001, -71.21905779999997",,,General marker for city of Mansfield.,,Mansfield,MA,,Bristol,,1933,,"Civil Works Administration (CWA), Federal Emergency Relief Administration (FERA)","Educational, Schools",,,,,,
48696,Municipal Drains &#8211; Millbury MA,2014,"Municipal sewers and drains were installed in Millbury, Massachusetts with Federal Emergency Relief Act funds in 1933. 282 Millbury locals were given employment in 1933 as a result of the federal...","42.194144, -71.763638",,,General location marker for the town of Millbury,,Millbury,MA,,,,1933,1933,Federal Emergency Relief Administration (FERA),"Utilities and Infrastructure, Water disposal",,,,,,
48698,Library Improvements &#8211; Millbury MA,2014,"Improvements, including building washing and painting, were made to the Millbury, Massachusetts library in 1933 with Federal Emergency Relief Act funds. 282 Millbury locals were given employment in...","42.19043, -71.76312",,,,128 Elm St.,Millbury,MA,1527,,,1933,,"Federal Emergency Relief Administration (FERA), Works Progress Administration (WPA)","Educational, Libraries",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/10/Millbury-MA-Library-300x225.jpg
48701,Central Cemetery Improvements &#8211; Millbury MA,2014,"Improvements were made to the Central Cemetery in Millbury, Massachusetts with Federal Emergency Relief Act funds in 1933. 282 Millbury locals were given employment in 1933 as a result of the federal...","42.194101, -71.768267",,,,,Millbury,MA,,,,1933,,"Federal Emergency Relief Administration (FERA), Works Progress Administration (WPA)","Cemeteries, Public buildings",,,,,,
48708,Old Town Hall Improvements &#8211; Millbury MA,2014,"Improvements, including building painting, were made to the old Millbury, Massachusetts town hall (destroyed by fire in 1971) with Federal Emergency Relief Act funds in 1933. 282 Millbury locals were...","42.192, -71.761",,,General location marker for the town of Millbury,,Millbury,MA,,,,1933,1933,Federal Emergency Relief Administration (FERA),"City Halls, No Longer Extant, Public buildings",,,,,,
48717,Union School Improvements (former) &#8211; Millbury MA,2014,"Improvements were made to the Millbury, Massachusetts&#039;s old Union School (high school) building and grounds with the assistance of federal New Deal funds. The old high school is now the Mary...","42.189903, -71.763726",,,,130 Elm St.,Millbury,MA,1527,,,1933,,"Civil Works Administration (CWA), Federal Emergency Relief Administration (FERA), National Youth Administration (NYA), Works Progress Administration (WPA)","Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/10/Millbury-MA-Library-Old-HS-300x225.jpg
48720,Providence Street School Improvements (former) &#8211; Millbury MA,2014,"Improvements were made to the Millbury, Massachusetts&#039;s oldï¿_ï¿_Providence Street School building and grounds with the assistance of federal New Deal funds. The old school is now privately owned. ...","42.19043, -71.76312",,,,12 Providence St.,Millbury,MA,1527,,,1933,,"Civil Works Administration (CWA), Federal Emergency Relief Administration (FERA), Works Progress Administration (WPA)","Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/10/Millbury-MA-Old-ProvSt-School-300x225.jpg
48729,West Millbury School Improvements (former) &#8211; Millbury MA,2014,"Improvements were made to the Millbury, Massachusetts&#039;s old West Millbury School building and grounds with the assistance of federal New Deal funds. The old school, which also went by the name...","42.172500, -71.804169",,,,12 Providence St.,Millbury,MA,1527,,,1933,,"Civil Works Administration (CWA), National Youth Administration (NYA)","Educational, Schools",,,,,,
